ID,Semaine,Province,Pluviometrie_mm,Temperature_C,NDVI,Humidite_pct,Densite_Population,Couverture_Vaccinale_pct,Tests_Realises,Distance_Centre_Sante_km,Reservoirs_Animaux,Mobilite_Humaine,Cas_Confirmes,Saison,Population_Risque,Taux_Positivite_pct
OBS_01515,1515,Kasaï-Central,76,23.2,0.611,80,22,20.2,260,7,0,5,69,Seche,2287,26.54
OBS_01516,1516,Kongo Central,251,18.0,0.398,48,203,38.5,200,5,1,7,47,Pluie,8706,23.5
OBS_01517,1517,Haut-Uele,229,25.9,0.531,52,111,48.3,240,13,0,4,61,Pluie,2751,25.42
OBS_01518,1518,Kwango,201,27.9,0.701,89,144,40.9,210,7,1,5,63,Pluie,1716,30.0
OBS_01519,1519,Mongala,171,19.5,0.446,49,247,7.2,230,35,1,9,89,Pluie,1637,38.7
OBS_01520,1520,Kasaï-Central,203,27.9,0.354,84,48,25.4,210,5,0,5,87,Pluie,6119,41.43
OBS_01521,1521,Kwilu,98,25.3,0.235,81,18,33.9,310,45,0,8,18,Seche,8630,5.81
OBS_01522,1522,Nord-Ubangi,266,25.8,0.59,69,199,29.3,180,15,0,5,75,Pluie,6928,41.67
OBS_01523,1523,Lomami,63,26.0,0.242,40,460,40.6,310,2,1,7,49,Seche,3364,15.81
OBS_01524,1524,Kasaï-Oriental,103,25.2,0.426,93,116,36.1,290,2,0,6,58,Pluie,9129,20.0
OBS_01525,1525,Kwilu,179,18.0,0.428,80,45,15.6,500,23,0,9,143,Pluie,9108,28.6
OBS_01526,1526,Kinshasa,129,23.2,0.22,72,79,25.9,270,13,0,5,28,Pluie,7603,10.37
OBS_01527,1527,Tshopo,221,22.9,0.74,70,222,36.2,220,4,0,4,78,Pluie,2718,35.45
OBS_01528,1528,Ituri,126,19.1,0.577,51,500,39.3,220,12,0,2,70,Pluie,7278,31.82
OBS_01529,1529,Maniema,107,23.9,0.335,72,50,26.8,170,4,1,4,15,Pluie,9213,8.82
OBS_01530,1530,Équateur,8,23.8,0.604,95,42,32.8,330,13,1,5,38,Seche,7852,11.52
OBS_01531,1531,Sankuru,21,24.4,0.214,75,55,39.8,390,21,0,5,19,Seche,7585,4.87
OBS_01532,1532,Mai-Ndombe,149,29.5,0.416,79,34,10.4,260,23,1,2,68,Pluie,5351,26.15
OBS_01533,1533,Équateur,211,25.2,0.758,60,26,28.1,140,19,1,7,36,Pluie,8971,25.71
OBS_01534,1534,Maniema,52,25.0,0.701,55,318,24.2,340,27,0,5,88,Seche,9248,25.88
OBS_01535,1535,Ituri,87,28.6,0.238,94,260,22.2,400,14,0,4,125,Seche,1236,31.25
OBS_01536,1536,Tanganyika,85,23.3,0.333,55,80,20.2,180,30,1,3,17,Seche,5933,9.44
OBS_01537,1537,Kongo Central,197,21.5,0.287,67,157,34.4,210,4,0,7,40,Pluie,9995,19.05
OBS_01538,1538,Tshuapa,46,22.5,0.347,52,78,40.9,260,11,0,5,13,Seche,6899,5.0
OBS_01539,1539,Kasaï,25,28.8,0.659,88,59,23.1,340,41,0,4,44,Seche,1235,12.94
OBS_01540,1540,Kwilu,307,30.5,0.556,89,20,17.3,240,8,1,6,186,Pluie,6970,77.5
OBS_01541,1541,Kasaï,261,21.7,0.648,86,114,47.7,280,11,0,10,127,Pluie,7650,45.36
OBS_01542,1542,Sud-Ubangi,40,34.0,0.641,75,30,36.5,260,2,0,8,27,Seche,4106,10.38
OBS_01543,1543,Maniema,111,21.7,0.397,76,23,31.8,180,5,1,8,23,Pluie,3943,12.78
OBS_01544,1544,Sankuru,198,28.0,0.339,54,35,77.5,400,5,0,4,36,Pluie,2104,9.0
OBS_01545,1545,Bas-Uele,55,26.6,0.332,72,69,54.8,270,4,1,4,10,Seche,4037,3.7
OBS_01546,1546,Lomami,83,26.3,0.286,72,74,16.8,270,35,0,2,35,Seche,9985,12.96
OBS_01547,1547,Nord-Ubangi,234,20.7,0.484,60,88,27.7,260,11,0,5,77,Pluie,9420,29.62
OBS_01548,1548,Haut-Uele,148,18.0,0.276,76,38,34.9,210,16,0,4,29,Pluie,7013,13.81
OBS_01549,1549,Lualaba,142,20.0,0.332,68,164,15.7,280,9,0,6,93,Pluie,8343,33.21
OBS_01550,1550,Bas-Uele,179,24.4,0.754,75,96,10.4,270,3,0,4,167,Pluie,4123,61.85
OBS_01551,1551,Nord-Ubangi,182,31.4,0.354,92,140,37.5,230,10,1,10,62,Pluie,4834,26.96
OBS_01552,1552,Mai-Ndombe,68,24.8,0.595,61,113,6.7,310,2,0,6,107,Seche,3846,34.52
OBS_01553,1553,Haut-Katanga,31,28.7,0.215,64,203,20.2,320,3,1,4,66,Seche,1848,20.62
OBS_01554,1554,Kwango,164,25.8,0.667,87,25,24.4,210,5,1,6,64,Pluie,6836,30.48
OBS_01555,1555,Kwilu,276,24.3,0.464,56,192,38.5,290,2,1,7,147,Pluie,2127,50.69
OBS_01556,1556,Tanganyika,109,20.8,0.249,57,33,30.5,310,19,1,5,43,Pluie,6787,13.87
OBS_01557,1557,Nord-Ubangi,361,27.6,0.32,70,138,20.4,340,6,0,7,215,Pluie,8426,63.24
OBS_01558,1558,Haut-Lomami,215,20.8,0.18,77,5,22.7,370,7,1,8,108,Pluie,7866,29.19
OBS_01559,1559,Kasaï-Central,122,27.2,0.52,75,12,25.5,290,8,1,6,48,Pluie,1640,16.55
OBS_01560,1560,Sud-Kivu,329,29.4,0.403,72,130,40.9,330,22,0,3,88,Pluie,2032,26.67
OBS_01561,1561,Lualaba,24,19.0,0.453,58,36,37.7,300,9,0,1,9,Seche,2021,3.0
OBS_01562,1562,Sud-Kivu,277,22.6,0.48,63,25,29.5,280,24,1,5,65,Pluie,2055,23.21
OBS_01563,1563,Haut-Lomami,136,25.2,0.564,80,18,37.0,240,3,0,7,50,Pluie,2627,20.83
OBS_01564,1564,Sankuru,150,25.5,0.497,91,132,16.3,310,9,1,4,105,Pluie,9432,33.87
OBS_01565,1565,Kinshasa,203,29.9,0.334,69,53,61.3,160,9,0,5,13,Pluie,1647,8.12
OBS_01566,1566,Kwango,235,19.9,0.45,80,127,35.9,160,23,1,5,27,Pluie,1851,16.88
OBS_01567,1567,Haut-Katanga,390,31.7,0.244,63,153,47.4,180,2,0,4,87,Pluie,4443,48.33
OBS_01568,1568,Kasaï-Central,64,26.7,0.478,73,202,24.6,250,3,1,3,45,Seche,7145,18.0
OBS_01569,1569,Tshopo,14,28.4,0.44,73,7,25.2,290,21,1,2,15,Seche,8278,5.17
OBS_01570,1570,Haut-Uele,34,19.6,0.458,78,198,43.7,160,2,1,5,10,Seche,8163,6.25
OBS_01571,1571,Kasaï,135,23.0,0.445,84,35,27.4,260,6,0,8,60,Pluie,7449,23.08
OBS_01572,1572,Sud-Ubangi,208,25.0,0.464,87,237,27.2,320,1,0,8,137,Pluie,7294,42.81
OBS_01573,1573,Kasaï-Central,69,21.1,0.645,73,68,38.1,330,2,0,10,38,Seche,7931,11.52
OBS_01574,1574,Mongala,62,25.7,0.533,80,34,18.0,430,26,0,6,82,Seche,9087,19.07
OBS_01575,1575,Tshuapa,238,18.4,0.651,46,414,31.1,250,2,0,10,186,Pluie,2311,74.4
OBS_01576,1576,Tshuapa,211,25.3,0.695,80,107,41.5,300,2,0,3,111,Pluie,4209,37.0
OBS_01577,1577,Tanganyika,30,31.4,0.512,57,262,32.3,280,9,0,7,79,Seche,7690,28.21
OBS_01578,1578,Kinshasa,175,25.9,0.484,75,7,41.6,210,4,0,4,40,Pluie,7270,19.05
OBS_01579,1579,Ituri,247,29.4,0.58,78,265,19.4,160,1,1,5,104,Pluie,5561,65.0
OBS_01580,1580,Tshopo,65,18.0,0.744,66,246,30.1,420,1,0,4,129,Seche,3958,30.71
OBS_01581,1581,Kwango,89,24.7,0.438,66,7,19.9,350,11,0,4,68,Seche,1340,19.43
OBS_01582,1582,Kinshasa,99,26.2,0.288,80,70,14.3,310,1,1,5,69,Seche,5878,22.26
OBS_01583,1583,Tshopo,233,23.8,0.353,62,93,57.5,570,3,0,5,143,Pluie,8836,25.09
OBS_01584,1584,Sud-Ubangi,21,27.9,0.667,59,73,38.3,160,10,1,3,9,Seche,1497,5.62
OBS_01585,1585,Bas-Uele,55,27.0,0.503,86,52,33.2,150,10,0,5,22,Seche,9687,14.67
OBS_01586,1586,Haut-Lomami,22,26.7,0.519,75,111,48.7,150,9,1,6,6,Seche,8168,4.0
OBS_01587,1587,Nord-Kivu,100,24.3,0.193,64,34,27.6,240,20,0,4,21,Seche,3134,8.75
OBS_01588,1588,Sud-Ubangi,103,18.8,0.22,69,180,30.1,300,23,0,4,50,Pluie,7323,16.67
OBS_01589,1589,Sankuru,187,23.2,0.338,76,164,33.7,270,20,0,9,76,Pluie,7344,28.15
OBS_01590,1590,Maniema,129,22.9,0.461,64,31,66.3,220,10,0,4,13,Pluie,6961,5.91
OBS_01591,1591,Kasaï-Central,142,21.8,0.481,74,394,23.8,280,46,0,3,60,Pluie,7177,21.43
OBS_01592,1592,Kongo Central,148,19.9,0.459,68,25,47.0,370,21,0,5,23,Pluie,7838,6.22
OBS_01593,1593,Bas-Uele,224,21.0,0.363,53,115,37.3,140,14,0,3,27,Pluie,7281,19.29
OBS_01594,1594,Tshopo,102,33.7,0.682,59,97,35.9,210,61,0,10,9,Pluie,1468,4.29
OBS_01595,1595,Haut-Uele,130,24.0,0.481,72,137,32.0,360,1,0,3,57,Pluie,4003,15.83
OBS_01596,1596,Nord-Ubangi,292,27.6,0.567,84,215,30.8,350,27,0,4,255,Pluie,7955,72.86
OBS_01597,1597,Kinshasa,317,22.9,0.544,79,23,40.8,180,7,0,3,74,Pluie,3804,41.11
OBS_01598,1598,Tanganyika,92,25.5,0.466,78,397,18.9,320,27,1,8,118,Seche,9484,36.88
OBS_01599,1599,Mai-Ndombe,30,20.1,0.279,87,47,12.6,280,2,1,2,41,Seche,3334,14.64
OBS_01600,1600,Kasaï,92,21.2,0.623,59,85,13.3,190,3,0,4,51,Seche,9338,26.84
OBS_01601,1601,Kwilu,265,23.1,0.631,55,271,15.0,190,9,1,7,126,Pluie,3474,66.32
OBS_01602,1602,Lomami,59,28.5,0.274,64,322,39.8,200,14,0,5,40,Seche,9728,20.0
OBS_01603,1603,Équateur,71,22.1,0.251,63,109,20.2,230,5,1,1,19,Seche,4411,8.26
OBS_01604,1604,Maniema,83,22.3,0.507,46,111,24.2,290,2,0,8,67,Seche,8703,23.1
OBS_01605,1605,Mongala,168,27.7,0.281,73,5,17.1,390,3,0,8,129,Pluie,9063,33.08
OBS_01606,1606,Sankuru,205,21.7,0.681,74,134,21.1,260,32,0,6,128,Pluie,2615,49.23
OBS_01607,1607,Tshopo,97,24.5,0.575,82,280,45.5,180,20,0,6,26,Seche,5608,14.44
OBS_01608,1608,Sud-Kivu,146,32.7,0.385,63,164,34.6,300,55,1,8,47,Pluie,8707,15.67
OBS_01609,1609,Maniema,40,30.1,0.609,95,95,12.1,220,27,0,3,30,Seche,2095,13.64
OBS_01610,1610,Kongo Central,100,20.3,0.73,81,254,45.9,400,142,0,4,7,Seche,2072,1.75
OBS_01611,1611,Haut-Uele,185,25.5,0.247,64,301,44.0,260,23,1,6,47,Pluie,9654,18.08
OBS_01612,1612,Haut-Katanga,101,23.8,0.335,75,102,30.1,210,7,1,4,27,Pluie,8146,12.86
OBS_01613,1613,Mongala,400,26.0,0.578,90,40,23.8,270,7,0,5,215,Pluie,3557,79.63
OBS_01614,1614,Nord-Kivu,199,20.8,0.466,66,148,54.9,300,1,0,3,50,Pluie,5518,16.67
OBS_01615,1615,Nord-Ubangi,182,23.6,0.718,60,199,27.4,390,42,0,4,116,Pluie,9333,29.74
OBS_01616,1616,Kwilu,98,23.8,0.416,70,34,24.7,290,7,1,2,44,Seche,4483,15.17
OBS_01617,1617,Sankuru,160,27.8,0.549,84,18,18.5,220,26,0,3,71,Pluie,3736,32.27
OBS_01618,1618,Bas-Uele,135,29.2,0.608,54,11,26.7,250,7,0,4,66,Pluie,7767,26.4
OBS_01619,1619,Kwango,40,25.9,0.535,81,210,40.2,210,17,0,6,37,Seche,3730,17.62
OBS_01620,1620,Kasaï-Central,303,29.2,0.324,84,237,33.7,210,3,1,5,131,Pluie,8698,62.38
OBS_01621,1621,Nord-Kivu,51,27.9,0.296,71,30,25.9,340,4,0,3,43,Seche,4732,12.65
OBS_01622,1622,Équateur,253,20.6,0.534,87,77,36.3,390,24,0,2,131,Pluie,5883,33.59
OBS_01623,1623,Kasaï-Central,44,24.0,0.678,62,147,21.4,280,11,0,2,52,Seche,6606,18.57
OBS_01624,1624,Mai-Ndombe,283,20.8,0.32,76,261,43.6,380,6,1,5,184,Pluie,3188,48.42
OBS_01625,1625,Mai-Ndombe,349,29.0,0.748,89,9,40.7,240,10,0,6,149,Pluie,3963,62.08
OBS_01626,1626,Haut-Uele,58,18.8,0.48,79,17,28.1,270,7,0,3,13,Seche,7257,4.81
OBS_01627,1627,Tshuapa,149,24.1,0.456,70,108,25.9,260,7,0,3,46,Pluie,1720,17.69
OBS_01628,1628,Kwilu,91,27.7,0.539,64,75,29.3,420,6,0,7,88,Seche,9849,20.95
OBS_01629,1629,Tshuapa,79,31.4,0.443,80,40,16.4,110,17,1,5,22,Seche,3044,20.0
OBS_01630,1630,Haut-Lomami,167,19.5,0.546,76,139,25.5,290,22,1,6,97,Pluie,3158,33.45
OBS_01631,1631,Haut-Katanga,162,26.0,0.392,94,14,18.1,290,7,0,5,71,Pluie,4706,24.48
OBS_01632,1632,Tanganyika,242,30.6,0.539,50,161,65.9,300,1,0,4,73,Pluie,5467,24.33
OBS_01633,1633,Nord-Ubangi,82,29.2,0.347,68,58,19.5,230,18,1,2,15,Seche,8660,6.52
OBS_01634,1634,Haut-Lomami,53,25.9,0.398,94,34,58.3,450,13,0,5,32,Seche,9438,7.11
OBS_01635,1635,Nord-Kivu,260,28.2,0.366,67,24,21.6,460,3,1,5,309,Pluie,2840,67.17
OBS_01636,1636,Tanganyika,283,32.1,0.592,85,90,41.4,280,3,0,8,182,Pluie,7734,65.0
OBS_01637,1637,Kasaï-Oriental,221,29.8,0.663,68,285,14.8,570,9,1,4,479,Pluie,8876,84.04
OBS_01638,1638,Kinshasa,206,25.9,0.539,72,192,13.2,420,39,1,5,231,Pluie,9778,55.0
OBS_01639,1639,Sud-Ubangi,267,26.8,0.553,64,166,19.0,230,30,0,4,107,Pluie,1894,46.52
OBS_01640,1640,Mai-Ndombe,108,23.3,0.436,55,69,25.8,250,8,0,3,19,Pluie,4934,7.6
OBS_01641,1641,Kasaï-Central,99,28.7,0.281,59,420,49.5,400,19,1,5,56,Seche,1761,14.0
OBS_01642,1642,Tanganyika,105,25.9,0.513,58,165,33.8,310,14,1,4,62,Pluie,2838,20.0
OBS_01643,1643,Sud-Ubangi,79,21.7,0.579,70,29,53.9,210,4,1,8,6,Seche,8793,2.86
OBS_01644,1644,Haut-Katanga,185,25.1,0.211,66,48,19.4,320,5,0,4,117,Pluie,1688,36.56
OBS_01645,1645,Bas-Uele,353,24.3,0.522,85,287,28.6,320,51,0,4,226,Pluie,6528,70.62
OBS_01646,1646,Sud-Ubangi,322,25.8,0.232,61,16,47.0,180,10,1,4,44,Pluie,4256,24.44
OBS_01647,1647,Kasaï-Oriental,142,26.2,0.359,82,31,18.1,180,14,1,4,27,Pluie,6013,15.0
OBS_01648,1648,Maniema,168,27.8,0.319,87,52,13.7,220,4,1,5,79,Pluie,4736,35.91
OBS_01649,1649,Haut-Katanga,53,20.7,0.571,78,91,29.5,390,20,0,6,67,Seche,3189,17.18
OBS_01650,1650,Kasaï-Central,223,29.1,0.564,92,78,17.7,310,4,0,5,208,Pluie,4717,67.1
OBS_01651,1651,Kongo Central,94,24.5,0.54,63,175,11.3,250,10,0,3,118,Seche,5381,47.2
OBS_01652,1652,Tanganyika,73,27.7,0.353,77,85,21.7,210,7,0,3,47,Seche,3271,22.38
OBS_01653,1653,Lomami,125,31.0,0.589,81,54,15.1,380,31,0,2,135,Pluie,2356,35.53
OBS_01654,1654,Kasaï-Central,250,25.5,0.146,61,144,57.7,170,21,0,6,27,Pluie,8053,15.88
OBS_01655,1655,Haut-Lomami,234,29.2,0.263,67,34,51.7,190,2,0,3,35,Pluie,4425,18.42
OBS_01656,1656,Sud-Kivu,129,24.1,0.524,76,54,44.8,170,8,1,3,19,Pluie,1481,11.18
OBS_01657,1657,Lomami,91,29.6,0.532,71,137,21.4,280,15,0,9,108,Seche,9811,38.57
OBS_01658,1658,Bas-Uele,90,25.2,0.332,65,47,52.7,380,16,0,3,36,Seche,3357,9.47
OBS_01659,1659,Équateur,63,22.0,0.374,70,53,30.3,180,1,1,7,18,Seche,2497,10.0
OBS_01660,1660,Bas-Uele,221,25.5,0.563,77,216,23.2,310,18,0,1,160,Pluie,1742,51.61
OBS_01661,1661,Kongo Central,115,18.0,0.405,62,215,31.0,290,23,0,6,32,Pluie,6370,11.03
OBS_01662,1662,Kongo Central,101,22.0,0.227,58,58,34.8,230,28,0,4,11,Pluie,1302,4.78
OBS_01663,1663,Lomami,110,29.7,0.425,70,250,23.1,440,11,1,6,155,Pluie,2352,35.23
OBS_01664,1664,Sankuru,121,22.1,0.458,86,97,48.2,430,12,1,6,31,Pluie,5821,7.21
OBS_01665,1665,Bas-Uele,83,21.9,0.58,74,5,20.5,310,28,0,3,37,Seche,7724,11.94
OBS_01666,1666,Sud-Ubangi,199,21.8,0.585,83,10,33.6,130,33,0,7,26,Pluie,4855,20.0
OBS_01667,1667,Maniema,305,25.5,0.273,57,180,40.4,100,20,0,8,22,Pluie,4898,22.0
OBS_01668,1668,Kongo Central,156,21.2,0.582,63,50,46.3,370,1,1,8,91,Pluie,6017,24.59
OBS_01669,1669,Bas-Uele,104,23.8,0.158,81,191,40.9,230,13,1,5,28,Pluie,4262,12.17
OBS_01670,1670,Haut-Uele,214,26.7,0.375,90,94,16.5,310,33,0,7,128,Pluie,3061,41.29
OBS_01671,1671,Haut-Katanga,308,22.3,0.22,74,149,32.9,240,1,1,4,128,Pluie,5055,53.33
OBS_01672,1672,Kongo Central,64,18.0,0.296,92,157,17.9,370,12,1,5,93,Seche,9673,25.14
OBS_01673,1673,Nord-Ubangi,109,28.6,0.263,62,7,50.8,240,53,1,4,13,Pluie,2539,5.42
OBS_01674,1674,Haut-Uele,126,26.5,0.206,59,123,52.9,360,19,1,3,22,Pluie,5798,6.11
OBS_01675,1675,Kwilu,148,34.0,0.757,85,326,46.7,240,40,0,3,44,Pluie,7107,18.33
OBS_01676,1676,Bas-Uele,110,28.7,0.411,80,156,11.4,390,3,0,5,217,Pluie,8704,55.64
OBS_01677,1677,Sankuru,400,30.5,0.526,66,195,57.1,300,9,1,3,180,Pluie,4897,60.0
OBS_01678,1678,Haut-Uele,201,22.4,0.458,76,93,10.8,330,36,1,2,90,Pluie,4906,27.27
OBS_01679,1679,Lomami,125,31.1,0.553,84,59,37.2,410,7,0,5,138,Pluie,7877,33.66
OBS_01680,1680,Haut-Uele,400,27.4,0.486,75,185,27.6,250,12,1,4,129,Pluie,2199,51.6
OBS_01681,1681,Sankuru,61,18.0,0.581,65,225,50.0,200,19,1,6,8,Seche,3959,4.0
OBS_01682,1682,Kwilu,80,24.5,0.224,45,176,30.2,220,12,0,3,21,Seche,5230,9.55
OBS_01683,1683,Haut-Uele,172,33.6,0.21,58,234,36.4,210,3,1,1,58,Pluie,5639,27.62
OBS_01684,1684,Lomami,144,25.1,0.385,63,51,35.4,440,21,1,6,76,Pluie,8061,17.27
OBS_01685,1685,Kwilu,94,22.8,0.359,56,217,9.1,190,7,0,3,65,Seche,1515,34.21
OBS_01686,1686,Mongala,258,20.7,0.511,81,21,30.2,240,10,1,4,111,Pluie,2455,46.25
OBS_01687,1687,Haut-Uele,137,26.9,0.437,52,59,37.0,230,1,1,5,32,Pluie,7734,13.91
OBS_01688,1688,Kwango,84,22.5,0.299,61,19,21.0,350,7,0,5,43,Seche,7132,12.29
OBS_01689,1689,Ituri,65,26.9,0.19,74,59,45.3,360,29,1,6,8,Seche,3769,2.22
OBS_01690,1690,Ituri,224,28.8,0.192,52,56,12.3,160,18,1,3,65,Pluie,5393,40.62
OBS_01691,1691,Tanganyika,134,26.4,0.711,67,147,37.4,230,1,0,4,53,Pluie,9081,23.04
OBS_01692,1692,Kongo Central,94,31.2,0.48,59,61,30.1,350,45,0,7,20,Seche,2943,5.71
OBS_01693,1693,Équateur,210,26.2,0.224,65,103,28.3,190,17,0,6,58,Pluie,8994,30.53
OBS_01694,1694,Tanganyika,78,25.1,0.359,63,81,7.3,370,28,0,6,82,Seche,2073,22.16
OBS_01695,1695,Haut-Katanga,107,25.4,0.591,82,241,11.4,270,3,1,4,149,Pluie,8873,55.19
OBS_01696,1696,Nord-Kivu,400,24.0,0.725,79,41,53.5,220,18,0,6,100,Pluie,6438,45.45
OBS_01697,1697,Kinshasa,39,33.1,0.435,78,31,19.4,210,1,1,4,28,Seche,5963,13.33
OBS_01698,1698,Ituri,400,20.8,0.247,73,56,46.4,280,3,1,6,111,Pluie,5715,39.64
OBS_01699,1699,Mongala,46,24.4,0.381,95,189,34.8,190,11,1,2,14,Seche,9262,7.37
OBS_01700,1700,Kasaï-Central,99,24.7,0.625,79,158,27.4,220,5,0,5,68,Seche,7754,30.91
OBS_01701,1701,Haut-Lomami,345,22.1,0.47,71,33,12.7,430,26,0,8,260,Pluie,5129,60.47
OBS_01702,1702,Kasaï,216,19.8,0.733,59,17,33.7,300,25,0,5,62,Pluie,2734,20.67
OBS_01703,1703,Kwilu,6,25.1,0.729,90,77,36.1,440,10,1,4,64,Seche,3430,14.55
OBS_01704,1704,Sankuru,205,27.9,0.549,50,17,10.9,240,26,0,2,87,Pluie,3610,36.25
OBS_01705,1705,Maniema,142,28.8,0.156,55,201,22.4,440,5,0,7,174,Pluie,9814,39.55
OBS_01706,1706,Kwilu,144,28.7,0.461,82,7,61.2,250,5,0,5,37,Pluie,9820,14.8
OBS_01707,1707,Maniema,171,26.8,0.326,66,229,37.3,260,3,1,6,43,Pluie,2848,16.54
OBS_01708,1708,Haut-Uele,54,29.8,0.506,88,100,32.1,240,7,1,7,46,Seche,8307,19.17
OBS_01709,1709,Ituri,185,21.7,0.751,56,282,58.3,340,60,1,7,27,Pluie,4484,7.94
OBS_01710,1710,Bas-Uele,152,31.4,0.29,41,5,23.9,370,6,0,5,104,Pluie,2476,28.11
OBS_01711,1711,Équateur,262,22.7,0.655,74,195,49.5,200,1,1,8,62,Pluie,9520,31.0
OBS_01712,1712,Mai-Ndombe,30,26.0,0.389,77,32,31.6,200,5,0,4,28,Seche,8903,14.0
OBS_01713,1713,Maniema,72,29.7,0.569,58,367,45.0,130,17,1,3,25,Seche,7384,19.23
OBS_01714,1714,Sud-Ubangi,252,28.6,0.506,71,55,28.6,400,9,0,3,233,Pluie,4246,58.25
OBS_01715,1715,Kwilu,48,20.0,0.739,65,43,38.2,380,16,1,4,25,Seche,2148,6.58
OBS_01716,1716,Sud-Ubangi,400,24.8,0.324,88,37,28.0,150,30,1,7,75,Pluie,6365,50.0
OBS_01717,1717,Tshopo,178,26.7,0.334,95,313,18.1,440,34,0,4,231,Pluie,2644,52.5
OBS_01718,1718,Kwilu,83,18.7,0.555,78,192,20.4,270,1,1,7,63,Seche,8788,23.33
OBS_01719,1719,Bas-Uele,34,18.0,0.645,76,16,63.7,240,35,0,7,3,Seche,7895,1.25
OBS_01720,1720,Ituri,77,28.5,0.518,74,183,14.4,270,18,0,9,83,Seche,1564,30.74
OBS_01721,1721,Haut-Uele,36,26.0,0.143,47,30,59.3,360,41,1,6,3,Seche,2760,0.83
OBS_01722,1722,Nord-Ubangi,97,31.1,0.388,80,49,13.8,320,3,0,5,89,Seche,4729,27.81
OBS_01723,1723,Bas-Uele,250,28.1,0.506,82,248,15.3,160,1,0,7,111,Pluie,8790,69.38
OBS_01724,1724,Mai-Ndombe,201,24.6,0.546,78,13,49.0,130,3,0,5,47,Pluie,2264,36.15
OBS_01725,1725,Kwilu,78,23.0,0.721,71,42,53.0,280,16,0,8,20,Seche,1588,7.14
OBS_01726,1726,Kwango,143,23.6,0.345,70,80,17.9,330,13,0,4,56,Pluie,5261,16.97
OBS_01727,1727,Kwilu,119,29.7,0.183,68,70,38.2,230,18,0,3,29,Pluie,2415,12.61
OBS_01728,1728,Tanganyika,177,25.6,0.325,80,170,32.0,220,25,1,3,71,Pluie,6556,32.27
OBS_01729,1729,Mai-Ndombe,43,31.1,0.517,54,174,25.5,210,23,0,3,46,Seche,2741,21.9
OBS_01730,1730,Tshopo,88,30.3,0.376,73,41,18.7,240,12,0,6,46,Seche,7901,19.17
OBS_01731,1731,Kasaï-Oriental,400,22.7,0.585,59,41,51.2,400,17,0,6,188,Pluie,3068,47.0
OBS_01732,1732,Sud-Ubangi,400,24.5,0.483,94,99,50.1,170,11,1,10,77,Pluie,9614,45.29
OBS_01733,1733,Lualaba,143,32.6,0.448,89,260,9.5,190,11,1,8,112,Pluie,8261,58.95
OBS_01734,1734,Haut-Lomami,86,22.8,0.575,81,198,39.9,240,22,1,6,15,Seche,2480,6.25
OBS_01735,1735,Mai-Ndombe,388,19.3,0.611,74,202,49.4,250,5,0,10,110,Pluie,9469,44.0
OBS_01736,1736,Bas-Uele,136,19.7,0.342,55,98,52.6,250,7,1,5,24,Pluie,7498,9.6
OBS_01737,1737,Tshopo,53,20.7,0.675,67,159,53.8,320,2,1,6,10,Seche,5261,3.12
OBS_01738,1738,Haut-Katanga,66,34.0,0.372,74,86,48.3,140,21,0,3,7,Seche,3003,5.0
OBS_01739,1739,Équateur,104,21.8,0.618,62,44,51.1,220,1,1,4,29,Pluie,7117,13.18
OBS_01740,1740,Haut-Uele,384,27.2,0.605,49,91,33.7,270,6,1,8,197,Pluie,5402,72.96
OBS_01741,1741,Bas-Uele,40,21.0,0.62,76,15,10.8,220,8,1,4,43,Seche,9294,19.55
OBS_01742,1742,Équateur,212,30.3,0.2,70,87,28.6,260,52,1,3,49,Pluie,2681,18.85
OBS_01743,1743,Kongo Central,211,30.0,0.534,83,63,39.5,410,27,1,9,200,Pluie,5569,48.78
OBS_01744,1744,Kongo Central,62,22.6,0.304,81,177,19.0,300,13,1,8,71,Seche,3329,23.67
OBS_01745,1745,Haut-Uele,190,21.0,0.609,87,96,29.0,140,5,0,7,55,Pluie,2643,39.29
OBS_01746,1746,Nord-Kivu,95,32.1,0.392,81,158,49.0,200,8,0,7,32,Seche,5020,16.0
OBS_01747,1747,Sankuru,22,24.8,0.271,78,72,32.9,290,5,0,2,29,Seche,7939,10.0
OBS_01748,1748,Tanganyika,94,28.2,0.295,71,82,39.8,260,14,0,3,21,Seche,1384,8.08
OBS_01749,1749,Nord-Ubangi,129,30.2,0.46,50,348,51.4,310,7,0,3,45,Pluie,1711,14.52
OBS_01750,1750,Sud-Ubangi,78,26.8,0.429,77,16,57.4,400,5,0,5,16,Seche,8960,4.0
OBS_01751,1751,Nord-Ubangi,196,24.2,0.316,57,108,45.6,250,1,0,5,30,Pluie,3434,12.0
OBS_01752,1752,Équateur,297,27.7,0.577,64,109,13.5,330,3,0,3,283,Pluie,3922,85.76
OBS_01753,1753,Kasaï-Oriental,33,23.4,0.323,80,73,28.9,450,12,0,7,42,Seche,8888,9.33
OBS_01754,1754,Kwilu,172,27.7,0.667,95,371,26.4,270,23,1,5,184,Pluie,7823,68.15
OBS_01755,1755,Tanganyika,67,24.2,0.406,73,21,28.0,340,27,0,3,21,Seche,9363,6.18
OBS_01756,1756,Kasaï,263,23.7,0.501,63,214,31.1,260,3,1,6,140,Pluie,7123,53.85
OBS_01757,1757,Haut-Lomami,35,23.2,0.487,85,41,21.5,290,36,1,7,18,Seche,4271,6.21
